epoch,step,min,max,mean,std
1,1000,-0.04139250889420509,0.04799853637814522,-0.0001951904851011932,0.005811392329633236
2,2000,-0.017668262124061584,0.02424168959259987,0.0001298913557548076,0.0027540880255401134
3,3000,-0.020652424544095993,0.02094614878296852,1.7687634681351483e-05,0.002544817980378866
4,4000,-0.022709961980581284,0.03228217363357544,-3.86822248401586e-05,0.0034332778304815292
5,5000,-0.03655855357646942,0.03536224737763405,-0.0002635927521623671,0.005413024220615625
6,6000,-0.047555241733789444,0.05125559866428375,-0.00016773323295637965,0.0061020031571388245
7,7000,-0.011543085798621178,0.011495370417833328,-3.059316077269614e-05,0.001258568256162107
8,8000,-0.01973014883697033,0.0180201455950737,-0.00011722931230906397,0.0023038650397211313
9,9000,-0.02280859649181366,0.045434318482875824,7.939756324049085e-05,0.0026992224156856537
10,10000,-0.024961037561297417,0.019766801968216896,-0.00012256015907041728,0.00227527366951108
11,11000,-0.022098422050476074,0.01475857850164175,-0.00014339396147988737,0.0019523308146744967
12,12000,-0.026424724608659744,0.013132275082170963,-0.0002169627696275711,0.0018989326199516654
13,13000,-0.04829881712794304,0.05423656105995178,-1.710994547465816e-05,0.003480795305222273
14,14000,-0.01915741339325905,0.021651001647114754,5.744593727285974e-05,0.0017241003224626184
15,15000,-0.023237593472003937,0.014291305094957352,-0.00011807047121692449,0.001429783646017313
16,16000,-0.04936351627111435,0.051505401730537415,-8.287164382636547e-05,0.003431878983974457
17,17000,-0.018655428662896156,0.04639516770839691,0.00012573061394505203,0.0019500585040077567
18,18000,-0.0490928515791893,0.045768704265356064,-4.575099956127815e-05,0.003068269230425358
19,19000,-0.02905694954097271,0.05090366303920746,6.00201019551605e-05,0.0023907434660941362
20,20000,-0.02858451008796692,0.036537669599056244,-5.3281954023987055e-05,0.001985902199521661
21,21000,-0.07310841977596283,0.04664551839232445,5.452353070722893e-05,0.0036008052993565798
22,22000,-0.07290682196617126,0.07417232543230057,3.685404226416722e-05,0.0037037052679806948
23,23000,-0.049614276736974716,0.07727669179439545,9.299484372604638e-05,0.0033797381911426783
24,24000,-0.03148370236158371,0.03690221160650253,1.5285662811947986e-05,0.0016937728505581617
25,25000,-0.05946716293692589,0.046886734664440155,-1.5712994354544207e-05,0.002844437723979354
26,26000,-0.05831620842218399,0.05799330770969391,-6.54318428132683e-05,0.0026572193019092083
27,27000,-0.030239630490541458,0.04527789354324341,1.3672222848981619e-05,0.00242199981585145
28,28000,-0.04158537834882736,0.027500160038471222,2.7360905733075924e-05,0.0016878341557458043
29,29000,-0.024905093014240265,0.04305456951260567,1.9141069060424343e-05,0.001935949781909585
30,30000,-0.05618182569742203,0.06020306050777435,0.00011714960419340059,0.0031464870553463697
