epoch,step,min,max,mean,std
1,1000,-0.0041436017490923405,0.003766458947211504,-3.415822357055731e-05,0.0007993447361513972
2,2000,-0.004733611363917589,0.002643069252371788,-2.215988206444308e-05,0.0006147080566734076
3,3000,-0.007363409269601107,0.004010865464806557,-4.8534297093283385e-05,0.0008685210486873984
4,4000,-0.006815088912844658,0.009471168741583824,7.719312270637602e-05,0.00101652299053967
5,5000,-0.009705259464681149,0.009957135654985905,6.655048491666093e-05,0.0017278302693739533
6,6000,-0.012967475689947605,0.008938578888773918,-2.196276545873843e-05,0.0017899026861414313
7,7000,-0.0053366729989647865,0.003794737160205841,-3.218570054741576e-05,0.0006071925745345652
8,8000,-0.006387871690094471,0.007731091231107712,2.7202129786019213e-05,0.0009433278464712203
9,9000,-0.003960845991969109,0.012253737077116966,0.00012089485244359821,0.0013962627854198217
10,10000,-0.006692688912153244,0.006792987231165171,6.319364183582366e-05,0.0009713639155961573
11,11000,-0.005930234678089619,0.005122076719999313,-6.61595695419237e-05,0.0008331564022228122
12,12000,-0.012914774939417839,0.0027317237108945847,-9.9559583759401e-05,0.0011868680594488978
13,13000,-0.016828233376145363,0.010474851354956627,-0.00023792586580384523,0.0021890962962061167
14,14000,-0.014426338486373425,0.006701759994029999,-4.955100666848011e-05,0.0013145270058885217
15,15000,-0.006051837932318449,0.004028407856822014,-2.546340874687303e-05,0.000788255943916738
16,16000,-0.005722217261791229,0.012388858944177628,0.0003553404822014272,0.0018634876469150186
17,17000,-0.009990344755351543,0.008245803415775299,-3.2436571927974e-05,0.0013198278611525893
18,18000,-0.012524531222879887,0.014577774330973625,1.2249069186509587e-05,0.0021495637483894825
19,19000,-0.013088496401906013,0.008394339121878147,-0.00018005695892497897,0.0014990372583270073
20,20000,-0.009231969714164734,0.007229987531900406,7.22379918443039e-05,0.0014383001253008842
21,21000,-0.02111748605966568,0.02004006691277027,-0.00017223764734808356,0.0033792038448154926
22,22000,-0.024407800287008286,0.0385749489068985,0.0004126650746911764,0.0049561141058802605
23,23000,-0.015674827620387077,0.015469253994524479,0.00025636141072027385,0.002754451707005501
24,24000,-0.011582756415009499,0.014849157072603703,-3.011099761351943e-05,0.0017838859930634499
25,25000,-0.019759751856327057,0.023329265415668488,0.00038622310967184603,0.004147632978856564
26,26000,-0.01676735281944275,0.01795692928135395,7.532922609243542e-05,0.003045849036425352
27,27000,-0.01814517006278038,0.019392091780900955,-0.00012470490764826536,0.0030612184200435877
28,28000,-0.011668134480714798,0.011719219386577606,-8.335924940183759e-05,0.0021869156043976545
29,29000,-0.020315250381827354,0.009867871180176735,-0.00012031645746901631,0.0025299256667494774
30,30000,-0.02215595543384552,0.022294076159596443,0.00017000183288473636,0.0042429957538843155
