1,1000,1.1251211104393006
2,2000,1.1013625391125679
3,3000,1.0932304881215096
4,4000,1.087605688035488
5,5000,1.0828959223628045
6,6000,1.080834656715393
7,7000,1.0737129872441291
8,8000,1.0714766775369644
9,9000,1.069427796959877
10,10000,1.061611084163189
11,11000,1.0615245453119277
12,12000,1.0577213994860648
13,13000,1.0553882259726524
14,14000,1.0527651029825211
15,15000,1.0478331219553947
16,16000,1.0458217049837113
17,17000,1.034292055249214
18,18000,1.028819880247116
19,19000,1.0276359485983848
20,20000,1.0222313506007195
21,21000,1.016685520529747
22,22000,1.0118749523758888
23,23000,1.009391715824604
24,24000,1.0060484344363212
25,25000,1.0002770667672158
26,26000,0.9956596165895462
27,27000,0.9868861681222916
28,28000,0.9866667941808701
29,29000,0.9823731597065926
30,30000,0.9763707603216172
