1,1000,0.032765644073486325
2,2000,0.037031304121017454
3,3000,0.038498876333236697
4,4000,0.037392686128616334
5,5000,0.04059561896324158
6,6000,0.042424630403518675
7,7000,0.044388810634613036
8,8000,0.04473172163963318
9,9000,0.03910161757469177
10,10000,0.037742156744003295
11,11000,0.038669284105300905
12,12000,0.03773199009895325
13,13000,0.04121567749977112
14,14000,0.04034018278121948
15,15000,0.04240014052391052
16,16000,0.04395951819419861
17,17000,0.04499462532997131
18,18000,0.04433708262443543
19,19000,0.0415211033821106
20,20000,0.04142577052116394
21,21000,0.03740095210075378
22,22000,0.03801384997367859
23,23000,0.03796056199073791
24,24000,0.03822860646247864
25,25000,0.038961689233779906
26,26000,0.04220499563217163
27,27000,0.0376398286819458
28,28000,0.03814535903930664
29,29000,0.03811485600471497
30,30000,0.03900780487060547
