epoch,step,min,max,mean,std
1,1000,-0.03507431596517563,0.0341826006770134,0.00530933728441596,0.025337107479572296
2,2000,-0.022435501217842102,0.016615774482488632,0.0005533131770789623,0.016172057017683983
3,3000,-0.011621486395597458,0.014445820823311806,0.0015531776007264853,0.01207379437983036
4,4000,-0.021217402070760727,-0.0028472691774368286,-0.011298352852463722,0.007072142791002989
5,5000,-0.04724695906043053,0.011012349277734756,-0.007640331983566284,0.02320827916264534
6,6000,-0.0322936549782753,0.04432498663663864,0.011619748547673225,0.029266981407999992
7,7000,-0.004943549633026123,0.010923109948635101,0.002461356343701482,0.006444558966904879
8,8000,-0.014399029314517975,0.014994073659181595,0.00203420827165246,0.011286137625575066
9,9000,-0.013397812843322754,0.0026391036808490753,-0.006244267802685499,0.007151293568313122
10,10000,-0.010640406981110573,0.020369306206703186,0.00597284035757184,0.011091820895671844
11,11000,-0.014377806335687637,0.018172895535826683,0.0007164976559579372,0.011668164283037186
12,12000,0.0015204530209302902,0.018417172133922577,0.009690087288618088,0.007506498135626316
13,13000,-0.028762035071849823,0.023965461179614067,0.002632063115015626,0.019427290186285973
14,14000,-0.006163269281387329,0.009302478283643723,0.0032866147812455893,0.005731568206101656
15,15000,-0.0127981286495924,-0.001047290861606598,-0.006922440137714148,0.004161209333688021
16,16000,-0.014385145157575607,0.02977830171585083,0.0011695381253957748,0.01692618802189827
17,17000,-0.007418431341648102,0.01818929985165596,0.004012726247310638,0.00938409473747015
18,18000,-0.012889569625258446,-0.000994861125946045,-0.006425614934414625,0.0051024905405938625
19,19000,-0.022498980164527893,0.011834271252155304,0.0013762125745415688,0.013972647488117218
20,20000,-0.011404208838939667,0.007795281708240509,-0.002592172473669052,0.007162592373788357
21,21000,-0.01777120679616928,0.02106003649532795,0.0020231339149177074,0.013829443603754044
22,22000,-0.01349430438131094,0.026567719876766205,0.0008570968639105558,0.015451575629413128
23,23000,-0.015605384483933449,0.016286486759781837,-0.0033911895006895065,0.012524651363492012
24,24000,-0.02010483294725418,0.0049170441925525665,-0.0037065783981233835,0.009913056157529354
25,25000,-0.012362956069409847,0.003997195512056351,-0.0013466577511280775,0.006513446569442749
26,26000,-0.011163702234625816,0.017395086586475372,0.0006609058473259211,0.011185245588421822
27,27000,-0.02508825808763504,0.034047774970531464,0.0011924505233764648,0.021355347707867622
28,28000,0.003929160535335541,0.011178108863532543,0.007366149686276913,0.0026837659534066916
29,29000,-0.003984411247074604,0.01180177740752697,0.003254188457503915,0.005851028021425009
30,30000,-0.02936754934489727,0.015682727098464966,-0.010916516184806824,0.017093436792492867
