epoch,step,min,max,mean,std
1,1000,-0.22048556804656982,0.22670817375183105,0.006070982199162245,0.04633517563343048
2,2000,-0.07568144798278809,0.09372887015342712,0.002153479726985097,0.020101599395275116
3,3000,-0.06669017672538757,0.07893005013465881,0.001472492702305317,0.0149862514808774
4,4000,-0.13186316192150116,0.00380500964820385,-0.009383965283632278,0.020517593249678612
5,5000,-0.2442929744720459,0.045878708362579346,-0.005442477762699127,0.02841772697865963
6,6000,-0.12351583689451218,0.31835097074508667,0.00899318978190422,0.038565341383218765
7,7000,-0.030344605445861816,0.03677868843078613,0.0011213920079171658,0.006097913719713688
8,8000,-0.05163244530558586,0.07593053579330444,0.0018697597552090883,0.010966007597744465
9,9000,-0.09371131658554077,0.011636527255177498,-0.003142381552606821,0.010035737417638302
10,10000,-0.044268928468227386,0.07414108514785767,0.0009270180016756058,0.008138268254697323
11,11000,-0.08525478094816208,0.07173341512680054,0.0005509221809916198,0.010170279070734978
12,12000,-0.011189993470907211,0.06565215438604355,0.0021147457882761955,0.006997066084295511
13,13000,-0.11576029658317566,0.11578977108001709,0.0010691771749407053,0.012381189502775669
14,14000,-0.01247994601726532,0.032156750559806824,0.0009365217993035913,0.0036662518978118896
15,15000,-0.023172378540039062,0.01012810505926609,-0.0005539740668609738,0.0027395214419811964
16,16000,-0.05727602541446686,0.0893373191356659,1.4939461834728718e-05,0.009121191687881947
17,17000,-0.020489737391471863,0.022772178053855896,0.0006849300698377192,0.003554170485585928
18,18000,-0.07083366811275482,0.022924721240997314,-0.0015603613574057817,0.007293512113392353
19,19000,-0.08072803914546967,0.0365140363574028,9.534764103591442e-06,0.008756564930081367
20,20000,-0.05179673433303833,0.054410696029663086,0.00027633854188025,0.007534155156463385
21,21000,-0.10416847467422485,0.11370356380939484,0.0007740496657788754,0.014742175117135048
22,22000,-0.09097212553024292,0.08657954633235931,-0.0008050353499129415,0.012302825227379799
23,23000,-0.050811901688575745,0.1275455504655838,0.0005624766927212477,0.013940391130745411
24,24000,-0.056227266788482666,0.0227290540933609,-0.00048288953257724643,0.006043568719178438
25,25000,-0.04886557161808014,0.020674362778663635,-0.0008715521544218063,0.005835540127009153
26,26000,-0.0781409740447998,0.07295626401901245,-0.00037419109139591455,0.009785527363419533
27,27000,-0.09958432614803314,0.09067665040493011,-0.000856259255670011,0.012750483117997646
28,28000,-0.023691143840551376,0.030247416347265244,0.0011609365465119481,0.005082607269287109
29,29000,-0.07158339768648148,0.05225924402475357,0.0009847492910921574,0.009354081004858017
30,30000,-0.13158217072486877,0.06592640280723572,-0.0026151530910283327,0.013765068724751472
