epoch,step,min,max,mean,std
1,1000,-0.0038694811519235373,0.004492802545428276,-6.154629227239639e-05,0.00117747881449759
2,2000,-0.0016644066199660301,0.0022957599721848965,4.224179792799987e-05,0.0005699748289771378
3,3000,-0.0019575804471969604,0.0019706054590642452,5.8712216741696466e-06,0.0005390447331592441
4,4000,-0.0022203889675438404,0.003024469129741192,-1.3078872143523768e-05,0.0007462435169145465
5,5000,-0.0036300262436270714,0.0034935511648654938,-9.329330350738019e-05,0.0012106786016374826
6,6000,-0.004837587010115385,0.005189439281821251,-6.1024053138680756e-05,0.0014011238235980272
7,7000,-0.001165862544439733,0.0011729751713573933,-1.1401435585867148e-05,0.000297693710308522
8,8000,-0.0020807459950447083,0.0018638873007148504,-4.608673043549061e-05,0.0005630789673887193
9,9000,-0.002495578955858946,0.004794941283762455,3.249073779443279e-05,0.0006810439517721534
10,10000,-0.0026762119960039854,0.0021065757609903812,-5.165120819583535e-05,0.0005927933380007744
11,11000,-0.0024667191319167614,0.0015829288167878985,-6.312647747108713e-05,0.0005284777726046741
12,12000,-0.0029635452665388584,0.0013967632548883557,-0.0001008810504572466,0.0005312243010848761
13,13000,-0.005523509345948696,0.006392008624970913,-8.247960067819804e-06,0.001035984605550766
14,14000,-0.0021966996137052774,0.0025946879759430885,2.8166927222628146e-05,0.0005319489282555878
15,15000,-0.002821299247443676,0.001657360466197133,-6.350787589326501e-05,0.0004587005532812327
16,16000,-0.005873869173228741,0.006410368252545595,-4.9168727855430916e-05,0.0011760034831240773
17,17000,-0.0024648152757436037,0.005974846892058849,7.665277371415868e-05,0.0006963590858504176
18,18000,-0.006505288183689117,0.006054144352674484,-3.002081939484924e-05,0.0011650256346911192
19,19000,-0.0037350375205278397,0.0066091762855648994,4.045828973175958e-05,0.0009562515188008547
20,20000,-0.0038000040221959352,0.0051285941153764725,-3.8950856833253056e-05,0.0008425911655649543
21,21000,-0.010365163907408714,0.006590270437300205,4.225402881274931e-05,0.0016284654848277569
22,22000,-0.010746355168521404,0.010701113380491734,3.053309774259105e-05,0.0017760844202712178
23,23000,-0.007322279736399651,0.01087908074259758,8.121196879073977e-05,0.001706986571662128
24,24000,-0.0046580759808421135,0.0054396651685237885,1.3955847862234805e-05,0.0008947846945375204
25,25000,-0.009523577988147736,0.007315292023122311,-1.6225319996010512e-05,0.0015982923796400428
26,26000,-0.00969164352864027,0.009641092270612717,-6.616725295316428e-05,0.001543840509839356
27,27000,-0.005073497071862221,0.007262393366545439,1.3745295291300863e-05,0.001504903077147901
28,28000,-0.00704051973298192,0.004619438201189041,2.9533854103647172e-05,0.0010924661764875054
29,29000,-0.004361629486083984,0.007339375093579292,2.244895586045459e-05,0.001345339696854353
30,30000,-0.00978115014731884,0.010844995267689228,0.00014074986393097788,0.0023037735372781754
