1,1000,0.011990288257598876
2,2000,0.014241286993026733
3,3000,0.015238621473312378
4,4000,0.014409731149673461
5,5000,0.015803543329238893
6,6000,0.016468497037887574
7,7000,0.016720399618148803
8,8000,0.016093598604202272
9,9000,0.01408625602722168
10,10000,0.013640604972839355
11,11000,0.014631353855133056
12,12000,0.014984025478363036
13,13000,0.016762858867645263
14,14000,0.01571512484550476
15,15000,0.016530088424682617
16,16000,0.016506911754608153
17,17000,0.016933627367019654
18,18000,0.01658427357673645
19,19000,0.014891689777374267
20,20000,0.01536125111579895
21,21000,0.014360458135604858
22,22000,0.01459324049949646
23,23000,0.014924664497375489
24,24000,0.015087732076644898
25,25000,0.015065961122512817
26,26000,0.01580383539199829
27,27000,0.014356717824935913
28,28000,0.014717996835708617
29,29000,0.014587285041809082
30,30000,0.015216659784317016
