1,1000,0.02070542311668396
2,2000,0.022712337970733642
3,3000,0.02317903733253479
4,4000,0.022906630277633667
5,5000,0.02470405125617981
6,6000,0.025868349313735963
7,7000,0.027580514430999757
8,8000,0.028553888082504274
9,9000,0.02493683123588562
10,10000,0.024026086807250976
11,11000,0.02395826482772827
12,12000,0.02267088508605957
13,13000,0.02436540937423706
14,14000,0.024538863182067872
15,15000,0.02577820014953613
16,16000,0.027355831861495972
17,17000,0.027965500116348265
18,18000,0.027654449462890626
19,19000,0.02653224015235901
20,20000,0.025974870681762696
21,21000,0.022964762210845948
22,22000,0.023341548442840577
23,23000,0.022958623170852663
24,24000,0.02306343674659729
25,25000,0.02380948305130005
26,26000,0.026315754652023314
27,27000,0.02320777606964111
28,28000,0.023346449136734008
29,29000,0.023448724508285522
30,30000,0.023712205410003663
